comment,topic
pak prabowo yang paling layak untuk menahkodai indonesia 5 tahun selanjutnya,Pemimpin bangsa untuk Indonesia maju
"pak prabowo memiliki kombinasi nasionalisme yang sangat tingi dengan gagasan ekonomi yang pragmatis namun progresif juga.
sifat2 yang sangat diperlukan di sosok presiden supaya indonesia semakin maju.",Pemimpin bangsa untuk Indonesia maju
"presiden itu harus bervisi...punya tujuan. prabowo paling terbaik, visi indonesia emas 2045....itu terbaik!! ❤",Pemimpin bangsa untuk Indonesia maju
"kalau dari partai banteng sudah cukuplah, mereka berkerja untuk partai dan kepentingan pribadi, itu fakta, apa yang mereka janjikan itu semua kebalikanya, itu fakta, masyarakat sudah cukup muak dengan kejahatan politik maupun instansi, korupsi merajalela, koruptor di bela dibiarkan sesuka hati selagi banyak ngasih duit ke atas dan politik dinasti, sudah cukuplah, di media ini kita harus kasih tau sanak saudara tanpa harus berdebat terpecah belah lagi, satu tujuan untuk indonesia lebih baik 🙏",Pemimpin bangsa untuk Indonesia maju
"bismilah, prabowo the next presiden. al in prabowo untuk indonesia maju❤",Pemimpin bangsa untuk Indonesia maju
"catatan saya: prabowo bukan orang yang besar dalam tradisi dialog. dia tentara yang menghabiskan waktunya dalam pasukan tempur. karena itu, prabowo sulit mengemukakan pandanganya secara sistematik dan terstruktur. tetapi dari sisi substansi, berbagai hal yang dikemukakan prabowo adalah sesuatu yang penting dan strategis bagi penyelesaian masalah bangsa ini. prabowo, misalnya, adalah satu-satunya capres yang concern terhadap persoalan kecukupan gizi anak-anak indonesia, yang mana prevalensi stunting di indonesia sat ini masih sangat tingi. prabowo menyampaikan 17 prioritas pembangunan yang menyasar isu-isu krusial, mulai dari masalah ketahanan pangan, air, hilirisasi dan industrialisasi, serta kelestarian lingkungan hidup, dan sebagainya.",Pemimpin bangsa untuk Indonesia maju
"anis baswedan pintar bicara nya aja... ganjar pranowo jawa tengah aja salah satu  provinsi termiskin d indonesia... 
insha alah prabowo jauh lebih kompeten tentang membangun indonesia lebih maju.... sudah terbukti d bawah kepimpinan jokowi pa prabowo banyak menyelamatkan uang negara yang hampir d raup oleh asing..... dan salah satu mentri terbaik di era jokowi priode ke 2 ini...",Pemimpin bangsa untuk Indonesia maju
#prabowountukindonesia2024,Pemimpin bangsa untuk Indonesia maju
"terserah yg naik anies atau prabowo keduanya bakal baik untuk indonesia kedepanya, asal yg naik jadi pres bukan dari parpol korupsi",Pemimpin bangsa untuk Indonesia maju
"damn, ga nyangka indonesia tempo dulu sering diangap seperti itu bahkan setelah merdeka
terimakasih pak prabowo sudah berbagi pengalaman bpak kepada kami pak 🙏",Pemimpin bangsa untuk Indonesia maju
"kenali calonya... semuanya anak bangsa yg siap berkontribusi untuk indonesia lebih baik, dan saya dukung pa prabowo",Pemimpin bangsa untuk Indonesia maju
pak prabowo terlalu jujur dan yang benar - benar peduli dengan rakyat indonesia.,Pemimpin bangsa untuk Indonesia maju
"pak prabowo tulus ingin memakmurkan dan memajukan indonesia no drama no seting""",Pemimpin bangsa untuk Indonesia maju
"fix ...indonesia butuh pemimpin yang new style nih...
gw kasih tahu ya...
yang gaya-gaya tegas khas militer patriot, tulus seperti prabowo, kita sudah alami di era soeharto
yang gaya-gaya berasal dari partai, pandai berkata-kata, populer, sukses memimpin daerah seperti ganjar, kita sudah alami di era jokowi
yang gaya-gaya anies, seorang rektor , tidak berasal dari partai,  terpelajar, visioner dan sukses memimpin ibukota,  capres termiskin dibanding capres lain, bersih,...ini yang belum pernah kita coba....
2024 pokoke moga-moga dapat presiden dengan style baru biar gak bosen ! ... kita butuh perubahan... >",Pemimpin bangsa untuk Indonesia maju
"ending pak prabowo bikin gue mewek njir. bener banget. kita harus gembira, sambut masa depan dengan gembira. syatu sat produk teknologi anak anak indonesia bakal kita pakai seharu hari. ya alah kenaoa prabowo selalu difitnah ya.",Pemimpin bangsa untuk Indonesia maju
"ganjar menjawab pertanyan dengan nada tingi sepertinya untuk embetengi diri dari dari kelemahanya, prabowo hanya mengandalkan ekonomi tumbuh tanpa jelas keadilan distribusi ekonomi tersebut seperti apa, ini pertentangan dengan keadilan sosial untuk rakyat indonesia dan bertentangan dengan ps 33 u 45, yang konseptual yang mendasrkan diri pada pancasila dan konstitusi haynya yang disampaikan anies baswedan yakni pembangunan bangsa  yg akan dilakukan  harus berkeadilan",Pemimpin bangsa untuk Indonesia maju
kalau bukan orang yg paling ikhlas untuk indonesia kira2 jadinya gimana jikalau punya kekuasan di republik ini nanti negara dijual.. intinya hanya prabowo yg paling ikhlas untuk indonesia,Pemimpin bangsa untuk Indonesia maju
"merinding ketika denger kata"" terakhir pak prabowo. semoga pak prabowo bisa jadi presiden. akan tetapi jika tidak, semoga siapa pun yang jadi presiden bisa bikin indonesia jaya dan tidak di pandang rendah negara eropa",Pemimpin bangsa untuk Indonesia maju
"bagaimana pun prabowo itu yang paling tulus, karena dia mengalami tiga generasi indonesia diremehkan bangsa asing. 

jadi pemimpin yang paling luhur adalah pemimpin yang tulus jauh diatas pemimpin bijak, pintar, kharismatik.

kenapa indonesia miskin karena selama dijajah semua orang nya pada matre, tidak tulus",Pemimpin bangsa untuk Indonesia maju
"penilaian dari intuisi diri,

prabowo terlalu banyak bercanda untuk menjadi pemimpin indonesia. ganjar pranowo terlalu banyak yang ditutupi, kepura-puran, dan hal yang dipaksakan. 

anies rasyid baswedan serius, tidak ada yang ditutup tutupi dan punya program yang baik serta memihak rakyat.",Pemimpin bangsa untuk Indonesia maju
kami banga liat pak ganjar sama pak prabowo sangar tegas berwibawa dan menakutkan... insyalah beliau pemimpin indonesia ga banyak lagi sembarangan ngomong suka suka smua akan tertib... beda ma anies terlalu lembek... kurang sangar menjadi pemimpin spertinya,Pemimpin bangsa untuk Indonesia maju
semakin yakin pak prabowo adlh pemimpin yg dibutuhkan oleh bangsa indonesia!,Pemimpin bangsa untuk Indonesia maju
prabowo lah yg paling pantas pimpin indonesia yang lain kan cuma boneka2 doang mau jadi apa bangsa ini jika dipimpin para boneka cukup 1 kali aja 08 mantap ps !,Pemimpin bangsa untuk Indonesia maju
"pak prabowo kamu sangat sayang dan tulus dengan negara indonesia ini, kau telah pertaruh berkorban banyak untuk negara ini... kalau tuhan kehendaki kau jadi pemimpin negara di negri ini.",Pemimpin bangsa untuk Indonesia maju
tahun ini kita punya 2 kandidat calon presiden yang cerdas siapa pun itu pak prabowo ataupun pak anies indonesia pasti bakal maju!,Pemimpin bangsa untuk Indonesia maju
"mantap pak ganjar, 11 12 dengan pak jokowi untuk indonesia maju ❤❤❤❤❤",Pemimpin bangsa untuk Indonesia maju
"anjir nangis gw dengar pak bowo, saya paham darimana kemarahan itu berasal, closing yg sangat berapi2 sekaligus menyentuh,,,
hm tapi alhamdulilah semua calon lebih baik dari presiden sebelumnya,
semoga indonesia gemahripah",Pemimpin bangsa untuk Indonesia maju
"pak menhan prabowo subianto ""the next president of indonesian""",Pemimpin bangsa untuk Indonesia maju
al in ❤prabowo subianto presiden ke 8 indonesia,Pemimpin bangsa untuk Indonesia maju
prabowo subianto paling tepat memimpin indonesia kedepan🇲🇨🇲🇨🇲🇨🇲🇨,Pemimpin bangsa untuk Indonesia maju
maf pak ganjar disini bukan tempat stand up.. ini tempatnya presiden indonesia selanjutnya untuk pak prabowo subianto.. ❤❤❤,Pemimpin bangsa untuk Indonesia maju
"beberapa kali pemilu gw gak milih pak prabowo,tapi kali ini biarkan pak prabowo menjadi presiden indonesia 🥳",Pemimpin bangsa untuk Indonesia maju
"bismilah saya prabowo saja….indonesia butuh pemimpin yg berani ikhas kepada rakyat indonesia…saya pilih pak prabowo saja jujur amanah gak banyak drama pencitran…selalu blak blakan jujur apa adanya, man of action prabowo bismilah",Pemimpin bangsa untuk Indonesia maju
prabowo berhasil menyampaikan gagasan strategis bangsa indonesia. perbaikan gizi goals,Pemimpin bangsa untuk Indonesia maju
only prabowo yg punya gagsan untuk perbaikan gizi anak indonesia🫰🏼,Pemimpin bangsa untuk Indonesia maju
"pak prabowo lbh matang... dan dr semua gagasan, beliau sudah wujudkan brp gagasan trsebut... lbh jelas dan gamblang dan ada hitunganya... pak ganjir sangat pantas jd wakil presiden pak prabowo... dan jauh klo d banding dgn jokowi... serius ini kita harus bantu org yg sudah tau dan sudah mngetahui prkmbangan di indonesia ayo bantu pak prabowo... 17 gagasan wajib kita rasakan dan wajib di laksanakan",Pemimpin bangsa untuk Indonesia maju
"jelas terlihat bahwa pak prabowo ucapan nya begitu tulus dan niat ingin menjadikan indonesia negara maju , tidak tergantung pada negara lain.. dan kode alam dari acara ini ! anies dan ganjar alumni ugm, sedangkan prabowo beda.. itu tanda dari ketiga dari mereka bahwa prabowo akan jadi presiden !!!",Pemimpin bangsa untuk Indonesia maju
"al in prabowo ✊🇲🇨
gagasan transformasi indonesia emas dengan 17 program prioritas sangat strategis 👍, beberapa dari program sdh nyata diwujudkan bukan sekedar teori; suasana lbh hidup dan tangapan paling okey pada sesi pemaparan gagasan pak prabowo.",Pemimpin bangsa untuk Indonesia maju
"ingat kata kata gusdur yg iklas cuma prabowo, pesan prabowo sebelum mati mau lihat indonesia bermartabat makmur, kalo masalah harta dia udah gak nyari lagi ke iklasanya yang pasti akan membawanya ke ri1 bismilah al in prabowo",Pemimpin bangsa untuk Indonesia maju
"pemimpin yang ikhlas pak prabowo, kata pak prabowo sebelum saya mati ingin melihat bangsa indonesia sejahtera.. amin..",Pemimpin bangsa untuk Indonesia maju
"prabowo subianto, beliau tidak pandai berkata kata tp nyata dalam bekerja
menteri terbaik di kabinet pak jokowi indonesia maju ❤❤❤❤",Pemimpin bangsa untuk Indonesia maju
"ganjar dan prabowo sama2 memiliki cita2 menuju indonesia emas...kedua2nya memaparkan gagasan besarnya mengunakan data, tapi anies???",Pemimpin bangsa untuk Indonesia maju
"misi yang tidak terfikir oleh bacapres lain, semoga bapak terpilih menjadi presiden indonesia 2024 pak prabowo 🤲",Pemimpin bangsa untuk Indonesia maju
"kalau si adek syg itu urusanku,
kalau rakyat indonesia biar urusan ""prabowo"" 🇮🇩🇮🇩🇮🇩",Pemimpin bangsa untuk Indonesia maju
""" orang yang paling ikhlas dindonesia adalah prabowo subianto "" alm. gusdur....",Pemimpin bangsa untuk Indonesia maju
mantap pak probowo anda sangat layak menjadi presiden indonesia,Pemimpin bangsa untuk Indonesia maju
prabowo adalah orang yang sangat tulus untuk indonesia,Pemimpin bangsa untuk Indonesia maju
"menurut saya,pak prabowo mementingkan semuanya,itu yg rakyat indonesia mau, mantap pak prabowo subianto presiden 💪",Pemimpin bangsa untuk Indonesia maju
"pk prabowo berangkat dengan ciri khas kemiliteran memimpin bangsa. pk ganjar berangkat dengan komedianya untuk membangun. pak anies berangkat dengan pikiran nya besar ide dan gagasanya yang maju menuju indonesia  mas 2045.
semangat pak menuju 2024.❤❤",Pemimpin bangsa untuk Indonesia maju
"asalamu'alaikum, insyaloh bapak prabowo subianto menjadi presiden indonesia ditahun 2024 amin yra..",Pemimpin bangsa untuk Indonesia maju
"anies pinter , ganjar masih muda, dan pak prabowo lebih pantes memimpin negeri seluas eropa ini..",Pemimpin bangsa untuk Indonesia maju
"semoga alah memberikan kepemimpinan indonesia ke pak prabowo,amin. sisihkan surah al fatihah untuk pak prabowo.( gusdur)",Pemimpin bangsa untuk Indonesia maju
"jika mencermati ketika prabowo tidak terlalu menyukai disuruh merefleksikan dirinya, adalah dia yang tidak mau rakyat indonesia merasakan apa yang dia rasakan ketika diremehkan oleh bangsa asing. 
namun jika harus disuruh memilih siapa capres terbaik dalam adu gagasan kali ini maka tentu saja anies baswedan.
tapi pada sat pemilu tentu saja tetap prabowo.",Pemimpin bangsa untuk Indonesia maju
"mantap bapak prabowo subianto,tidak mau ber refleksi di depan kaca sebelum melihat anak bangsa dan indonesia jaya makmur sebelum akhir hayatnya,
semoga cita cita bapak prabowo di thun 2024 sampai kedepanya terwujud amin ya alah",Pemimpin bangsa untuk Indonesia maju
prabowo laskar terbaik indonesia,Pemimpin bangsa untuk Indonesia maju
"capek juga dengerin sesi diskusi ini sampai habis  kesimpulan yang vida saya ambil adalah tantangan indonesia untuk menjadi negara maju semakin komplit, mulai dari dalam dan luar negara kita, kita butuh sosok pemimpin yang bener bener menguasai selutuh persoalan bangsa, bukan satu dua tapi seluruhnya, menyeluruh dan komprehensif. uang pajak yg dipakai untuk membiayai pemilu yang nilainya triliunan itu sudah sepantasnya menghasilkan pemimpin yg bukan hanya sekedar populer, tetapi benar2 mengerti apa yg akan dilakukan kedepan. saya melihat sosok itu bernama anies baswedan. bukan prabowo apalagi ganjar.",Pemimpin bangsa untuk Indonesia maju
prabowo melihat kedepan untuk indonesia,Pemimpin bangsa untuk Indonesia maju
"konsisten sama pak prabowo, yang paling ikhlas untuk bangsa indonesia, forum beasiswa nya banyak dengan nama beasiswa yang berbeda-beda, take your time pak, ini satnya bapak amin insyalah 😇🙏🏻",Pemimpin bangsa untuk Indonesia maju
"dulu kata pak prabowo tahun 2050 indonesia akan hancur,, kok sekarang bilang masa ke emasan",Pemimpin bangsa untuk Indonesia maju
"pak anies mantap, pak ganjar logis, pak prabowo respect. tiga tiga nya bagus. anies sangat menjaga nama baik, pak ganjar logis dan relevan, pak prabowo beda. karena dari semua capres beliau yang nyapres ketiga kalinya dan beliau satu satu nya yang peduli bahwa pertahanan indonesia harus ditingkatkan. masing masing punya kelebihan dari visi misinya dan ada kelemahan dari penyampaianya. harapanya nanti pelaksananya bisa maksimal.",Pemimpin bangsa untuk Indonesia maju
"baru kali ini semangat saya berkobar, dan baru kali pula saya tahu,ternyata kita,bangsa kita dari dulu di hina,di rendahkan,di injak2 oleh oleh bangsa asing, seperti yg dikatakan pak prabowo,beliau ingat perkatan itu sehinga pak prabowo sampai skrng terus optimis ingin mengangkat martabat indonesia makmur adil sejahtera,semoga apa yg di ucapkan pak prabowo tulus ikhlas nati nya jika perpilih jadi president bisa membawa indonesia maju adil makmur,semga pak prabowo bisa.amin.
saya percaya pak prabowo tidk pernah lupa ap yg di sebut oleh asing ke bangsa kita, dan sya percaya pak prabowo akan membuktikan itu kedunia bhwa indonesia bisa dapat bersaing dan  produksi sendiri, seperti mana pak prabowo ucap tadi.

mari bersatu,berdoa untuk negara yg kita cintai, 2024 yg terpilih semoga membawa indonesia seperti mana kita harapkan bersama, adil,makmur,sejahtera dl.

wasalam..",Pemimpin bangsa untuk Indonesia maju
prabowo for indonesia🇮🇩🇮🇩🇮🇩,Pemimpin bangsa untuk Indonesia maju
"jika terpilih lagi pemimpin dari kalangan pahlawan dan militer maka akan meneruskan daripada ramalan jayabaya soal noto-noto negoro

ir. soekarno
soeharto
susilo bambang yudhoyono
prabowo subianto

noto-noto negoro

merekalah para pemimpin yang akan membawa nusantara kepada puncak kejayanya, menuju indonesia emas",Pemimpin bangsa untuk Indonesia maju
"terima kasih ugm dan najwa sihab atas acara secerdas ini, tp syg stand upnya krg ger, knp tdk undang kiki saputri,terima kasih jg para capres yg telah hadir menyisihkan waktunya, terutama. pak prabowo, karna pak prabowo masih menjabat sebagai petugas negara, ketiga capres telah memberikan visi misinya, dan sy menilai pak prabowo lah yg mengerti sekali apa yg dibutuhkan negara indonesia sat ini. semoga pak prabowo menjadi presiden 2024.",Pemimpin bangsa untuk Indonesia maju
"harusnya pak prabowo dukung pak anies aja, kerjasama membangun indonesia... hilangkan ego, daripada negara ini dipimpin pdip lagi...",Pemimpin bangsa untuk Indonesia maju
"pesan-pesan ku:
1) pilihlah pemimpin di indonesia, yang 100% asli orang indonesia (tanpa campur a b c d). ini bukan karena rasis. tapi, ini wilayah indonesia! orang indonesia lah yang wajib memimpin wilayah nya sendiri!
2) pilihlah pemimpin seorang laki-laki asli tanpa transgender2. 
3) kalo ada yang berjanji ""akan menghapus koruptor"", jangan dipercaya ya! itu sengaja dibiarin supaya kalo pemilihan2 lagi, ada topiknya 😂
4) kalo ada yang berjanji ""mensejahterakan/meningkatkan/memprioritaskan umkm"", jangan dipercaya ya! umkm yang dimaksud adalah umkm para berdasi. mereka berpendidik, jadi mereka sangat pintar beralasan a b c d maupun memanipulasi sebuah kalimat.😃",Pemimpin bangsa untuk Indonesia maju
dari 3 capres ada 2 yg terbaik yaitu prabowo subianto dan anies baswedan.. jika harus memilih salah satu sya akan memilih anies baswedan.. karna rekam jejak nya dan visi misi nya  jelas terang benderang cuma satu yaitu ingin membahagia kan rakyat warga negara indonesia. khusus nya para petani nelayan buruh guru²  dan umkm. .,Pemimpin bangsa untuk Indonesia maju
prabowo satnya untuk indonesia 2024,Pemimpin bangsa untuk Indonesia maju
"mulai menit 6:22:15 sampai akhir
penutup yang luar biasa dari prabowo subianto.
semoga cita-citamu melihat  indonesia menjadi bangsa yang terhormat, bermartabat, berdiri diatas kaki sendiri tercapai.
dan semoga bapak yang memimpin kami menuju indonesia yang bermartabat tersebut.
amin ya rabal 'alamin.🤲",Pemimpin bangsa untuk Indonesia maju
mantap pilihanku prabowo subianto presiden republik indonesia 2024-2029,Pemimpin bangsa untuk Indonesia maju
"prabowo menolak merefleksikan diri dia, karena masa lalu beliau terlalu kelam, difitnah, di rendahkan oleh guru nya sendiri sat dirinya sedang berproses dalam mengapai mimpi merubah sisi indonesia yang masih belum bgtu terukir belum terlihat kejayan nya, maka dari itu, dia tidak ingin, anak muda di ugm terkhusus mahasiswa universitas lain nya dan masyarakat juga dipadang rendah, tegak di atas tanah air, tegak di rumah kita sendiri, tegak menginjak kaki di bumi pertiwi ini, jangan sampai kita di kucilkan di negara lain, di angap remeh oleh negara lain yg sedang berinvestasi di tanah kita sendiri, semoga pengalaman pak prabowo menjadi pelajaran dan pengungkapan pada diri kita untuk agar berubah, mempertahankan adat dan budaya yang sudah dibuat dan dikembangkan oleh leluhur leluhur kita, insyalah pak prabowo kita kubur masa kelam bapak, buktikan kinerja bapak dan perjuangan bapak. 

- saya seorang anak yang lahir pada 2005, 10 tahun saya belum diberikan hak pilih saya untuk memilih calon pemimpin bangsa indonesia, sekarang, saya tidak mau melewati moment ini pak, saya sudah pilih bapak dari dulu bukan karena keluarga saya yang juga memilih bapak, tapi saya memilih bapak karena ambisi bapak dalam mempertaruhkan hidup bapak untuk indonesia selamanya!!.",Pemimpin bangsa untuk Indonesia maju
"prabowo jiwa nasionalis , jangan salah dukung ,jangan biarkan para pejabat tingi komunis berkuasa , indonesia , buta mata kalian , indonesia adalah negara yang berdaulat dan berlandaskan pancasila, namun sekarang keadilan dihilangkan ....... komunis sama dengan pki",Pemimpin bangsa untuk Indonesia maju
"kok kek berat gitu ya ngelepas bpk jokowi , takut nya setelah bapak jokowi pensiun dan udah ada presiden baru takut indonesia yang udah terasa nyaman ini jadi berubah 😂 tapi semoga amanah aja presiden baru kita",Pemimpin bangsa untuk Indonesia maju
"intinya pak anies lebih baik,solutif,akomodatif,dan mampu dengan cermat menjawab pertanyan audiens,semakin mantap saya berserta keluarga besar saya memilih pemimpin masa depan indonesia bersama prabowo",Pemimpin bangsa untuk Indonesia maju
"sunguh mulia cita"" mu pak prabowo
semoga apa yang bapak inginkan dan ingin capai menuju indonesia emas 2045 tercapai amin paling kencang pak... 
tak terasa berderai air mata ini jatuh pak prabowo... 
pas di suruh refleksi di kaca bpak langsung menolak, bukan berarti takut saya nampak itu dari diri bapak...sebenar nya dalam hati nya ada rasa sedih dari masa lalu yang tidak bisa di ungkap terlalu banyak kenangan dan fitnah terhadap diri nya yang di kubur dan di pendam sendiri... sehat"" calon presiden ku🙌😇😇",Pemimpin bangsa untuk Indonesia maju
"dengan peristiwa pak prabowo di ejek oleh negara lain bahwa negara kita d remehkan setidak nya cita cita pak prabowo akan terwujud, akan membawa bangsa indonesia yang d segani oleh negara lain dan menuju indonesia lebih maju. 
❤❤❤",Pemimpin bangsa untuk Indonesia maju
"pak prabowo selalu konsisten dengan gagasanya untuk indonesia.. negeri yang sangat dia cintai…untuk pilihan, saya tetap pak prabowo.. kiranya tuhan selalu memberkati dan melindungi pak prabowo,pak anies dan pak ganjar.. 🇮🇩",Pemimpin bangsa untuk Indonesia maju
"kata kata penutup pak prabowo sangat mencermin ketika beliau di masa lalu.. dan masa yg mendatang beliau bercita"" bahwa bangsa indonesia terhormat  di masa depan harus berdiri dikaki sendiri..",Pemimpin bangsa untuk Indonesia maju
"siapapun presidenya, mari kita dukung visi dan misi mereka! apapun yg terbaik bagi indonesia! prabowo subianto ❤❤❤ ganjar pranowo😎😎😎anies baswedan😇😇😇",Pemimpin bangsa untuk Indonesia maju
"ending yg membangongkan ya pak prabowo subianto, cita cita yg sangat mulia, ga nyangka pak prabowo pernah ngalamin pembulyan juga, wajar dia ingin angkat derajat martabat bangsa indonesia❤🎉 gen z dukung prabowo",Pemimpin bangsa untuk Indonesia maju
pak prabowo gayanya masih sama aku pikir emang belum tidak pantas memimpin indonesai,Pemimpin bangsa untuk Indonesia maju
"kesimpulan yg diambil menurut saya :
1. pak anies - jenius
2. pak ganjar - pendekatan 
3. pak prabowo - nasionalis
dan dari ketiganya pasti menginginkan indonesia yg lebih baik❤",Pemimpin bangsa untuk Indonesia maju
"tambah yakin terus mendukung pak prabowo,, insyalah pak semoga niat baik mu untuk indonesia maju di permudahkan jalan nya,,otw 3kali coblos pak prabowo ❤️❤️",Pemimpin bangsa untuk Indonesia maju
hormat ku buat pak prabowo dari hati ku terdalam. aku banga negara indonesia punya sosok manusia seperti pak prabowo. bagi yg tidak suka pak prabowo ingat tidak ada di dunia ini manusia yg sempurna. tp liatlah betapa tulusnya pak prabowo buat negara tercintanya. aku banga dengan pak prabowo dan tidak akan pernah nyerah dukung pak prabowo buat negara indonesia jadi negara bermartabat. semangat pak,Pemimpin bangsa untuk Indonesia maju
indonesia skrng ini yg mengalami geopolitik luar negeri yg kurang stabil dibutuh kan sosok yg bener bener tidak bisa di intervensi dari pihak mana pun kasihan masyarakat dan saya mendukung pak prabowo yg paling ideal yg bisa memimpi negeri in,Pemimpin bangsa untuk Indonesia maju
prabowo memang tidak pandai merangkai kata2 karena dia bukan dari bidang universitas tetapi dari militer. tetapi dari sini kita bisa melihat bahwa betapa cintanya pak prabowo subianto terhadap indonesia. cuma prabowo yg bukan petugas partei. selebihnya di usung dari partai jdi ketika mereka jadi presiden harus patuh pada ketua partai nya,Pemimpin bangsa untuk Indonesia maju
"sehat sehat terus pak prabowo, semoga bapak bisa menjadi pemimpin di indonesia dan bisa mengusir smelter yang ada di negeri ini,kita sbgi warga indonesia,kita di jadi in boneka uji coba buat org luar, semangat terus pak prabowo 🔥💪",Pemimpin bangsa untuk Indonesia maju
"antara pak anies dan bapak prabowo ...
semoga nanti 2024 bisa terlihat mana yg lebih meyakinkan untuk indonesia lebih baik",Pemimpin bangsa untuk Indonesia maju
kasih kesempatan pak prabowo jadi presiden yg lain masih ada waktu buat maju lagi. klo pak probowo ini terakhir kali siapa tau memang pak prabowo memang tulus dan ingin memajukan indonesia😢,Pemimpin bangsa untuk Indonesia maju
statemen closingan pak prabowo yg paling ikhlas buat indonesia menurut saya🔥🇮🇩🇮🇩,Pemimpin bangsa untuk Indonesia maju
"dari ketiga bacawapres !!melihat gagasan dan kesiapan mental, tangung jawab,  materil,spirituil untuk memajukan bangsa ini . pak prabowo subianto menhan ri 🇮🇩 . yg lebih siap dan berbobot. semoga cita-cita nya untuk indonesia maju lebih baik terwujudkan.",Pemimpin bangsa untuk Indonesia maju
"saya tetap pilihan pak prabowo ri 1..
yang tulus memajukan indonesia..",Pemimpin bangsa untuk Indonesia maju
"yang paling tulus untuk memakmurkan indonesia emang pak prabowo, hormat kami buat bapak, haru kami melihatmu hormat di depan cermin pak",Pemimpin bangsa untuk Indonesia maju
"salut kepada ketiga capres yang merupakan calon terbaik warga negara tercinta indonesia.
semoga bapak prabowo subianto yang mendapatkan mandat dari rakyat indonesia untuk bersama membangun negara kita indonesia.",Pemimpin bangsa untuk Indonesia maju
